REPETIONS,TYPE,RANDOM,ITERATIONS,CHECKPOINT,BUFFERED_SIZE,ROWS,COLS,FEATURES,TRAITS,RADIUS,ALPHA,ALPHA_PRIME,FREQ_DEM,FREQ_PROP,MUTATION,SELECTION_ERROR
8,Ulloa,false,100000,100,512,32,32,6,14,6,0.85f,0.5f,0,0,0.001f,0.001f,
